starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 17 09:35:42 2018	1537169742	1196	513	1709	512
Mon Sep 17 09:33:04 2018	1537169584	1022	687	1709	685
Mon Sep 17 09:33:36 2018	1537169616	1093	617	1710	613
Mon Sep 17 09:36:04 2018	1537169764	1030	680	1710	679
Mon Sep 17 09:35:15 2018	1537169715	509	1201	1710	1200
Mon Sep 17 09:35:42 2018	1537169742	1196	514	1710	512
Mon Sep 17 09:33:36 2018	1537169616	1117	593	1710	589
Mon Sep 17 09:33:36 2018	1537169616	1082	628	1710	624
Mon Sep 17 09:32:47 2018	1537169567	1065	645	1710	371
Mon Sep 17 09:33:04 2018	1537169584	1021	689	1710	686
Mon Sep 17 09:32:47 2018	1537169567	1066	645	1710	510
Mon Sep 17 09:32:47 2018	1537169567	1065	645	1710	371
Mon Sep 17 09:33:04 2018	1537169584	915	795	1710	781
Mon Sep 17 09:33:11 2018	1537169591	897	814	1710	814
Mon Sep 17 09:33:04 2018	1537169584	915	796	1711	781
Mon Sep 17 09:36:04 2018	1537169764	1023	688	1711	687
Mon Sep 17 09:33:04 2018	1537169584	904	807	1711	793
Mon Sep 17 09:33:04 2018	1537169584	887	824	1711	809
Mon Sep 17 09:36:04 2018	1537169764	971	740	1711	738
Mon Sep 17 09:33:04 2018	1537169584	853	858	1711	844
Mon Sep 17 09:36:04 2018	1537169764	1010	701	1711	700
Mon Sep 17 09:32:33 2018	1537169553	979	732	1711	732
Mon Sep 17 09:32:59 2018	1537169579	1395	317	1711	312
Mon Sep 17 09:33:01 2018	1537169581	1342	370	1712	369
Mon Sep 17 09:36:04 2018	1537169764	986	726	1712	726
Mon Sep 17 09:32:46 2018	1537169566	1480	232	1712	230
Mon Sep 17 09:33:01 2018	1537169581	1322	391	1712	389
Mon Sep 17 09:32:43 2018	1537169563	740	973	1713	972
Mon Sep 17 09:33:01 2018	1537169581	1380	333	1713	333
Mon Sep 17 09:33:39 2018	1537169619	1522	190	1713	180
Mon Sep 17 09:32:43 2018	1537169563	700	1013	1713	1011
Mon Sep 17 09:36:04 2018	1537169764	1003	712	1715	706
Mon Sep 17 09:32:43 2018	1537169563	717	998	1715	996
Mon Sep 17 09:35:53 2018	1537169753	801	914	1715	888
Mon Sep 17 09:33:05 2018	1537169585	771	945	1715	887
Mon Sep 17 09:33:05 2018	1537169585	771	945	1716	887
Mon Sep 17 09:33:05 2018	1537169585	772	944	1716	886
Mon Sep 17 09:36:04 2018	1537169764	986	730	1716	729
Mon Sep 17 09:33:19 2018	1537169599	1538	177	1716	142
Mon Sep 17 09:35:53 2018	1537169753	566	1150	1716	1150
Mon Sep 17 09:33:19 2018	1537169599	1584	132	1716	97
Mon Sep 17 09:33:19 2018	1537169599	1550	166	1716	130
Mon Sep 17 09:35:53 2018	1537169753	816	900	1716	874
Mon Sep 17 09:35:53 2018	1537169753	816	900	1716	874
